Transaction ID,Customer ID,Transaction Amount,Transaction Date,Complaint Description,Dispute Category
TXN38794231,CUST751517,55.5,2023-01-24,An ATM debited 55.50 from my account but the screen showed a transaction failed message and no cash was given.,ATM Dispute
TXN66519645,CUST900185,2038.25,2023-01-24,"The merchant took 2,038.25 from my account for a pre-order but has gone silent and the product was never shipped.",Product/Service Not Received
TXN99016110,CUST777737,126.14,2023-01-24,The merchant took 126.14 from my account for a pre-order but has gone silent and the product was never shipped.,Product/Service Not Received
TXN10139737,CUST269834,1970.84,2023-01-24,"I noticed an unauthorized debit of 1,970.84 from my account. I have no knowledge of this transaction and request an immediate reversal.",Unauthorized Transaction
TXN31047600,CUST367931,1371.57,2023-01-24,"There is a fraudulent transaction of 1,371.57 on my account. I did not make this purchase and my card was in my possession the entire time.",Unauthorized Transaction
TXN77223079,CUST369826,175.55,2023-01-24,I returned defective goods worth 175.55 and have the return tracking confirmation but no refund has been issued.,Refund Not Processed
TXN76946493,CUST797660,145.8,2023-01-25,My account shows a recurring charge of 145.80 from a merchant I do not recognize. I never subscribed to any service.,Subscription Issue
TXN20730923,CUST690996,414.84,2023-01-25,I was charged 414.84 for a hotel reservation that I cancelled within the free cancellation window.,Merchant Billing Error
TXN62440176,CUST325772,126.53,2023-01-25,I received an alert about a 126.53 charge that I never made. I believe my card number was skimmed at a gas station.,Unauthorized Transaction
TXN12773948,CUST350905,488.36,2023-01-25,I returned defective goods worth 488.36 and have the return tracking confirmation but no refund has been issued.,Refund Not Processed
TXN35382259,CUST490084,43.15,2023-01-25,My account was charged 43.15 without my consent. I believe someone has stolen my card details and made this purchase.,Unauthorized Transaction
TXN68233507,CUST840058,218.98,2023-01-25,The merchant charged 218.98 to my card after I specifically asked them to use a different payment method.,Merchant Billing Error
TXN91202896,CUST755900,3394.58,2023-01-25,"A payment of 3,394.58 was processed on my account that I have no recollection of authorizing. Please block further transactions.",Unauthorized Transaction
TXN79953694,CUST154040,28.17,2023-01-25,A merchant processed my payment of 28.17 multiple times due to a system error. I need all duplicate charges reversed.,Duplicate Charge
TXN10600033,CUST834406,11421.61,2023-01-25,"I was billed 11,421.61 for a service upgrade I never requested or agreed to.",Merchant Billing Error
TXN68018185,CUST335134,24.51,2023-01-25,The merchant took 24.51 from my account for a pre-order but has gone silent and the product was never shipped.,Product/Service Not Received
TXN84095459,CUST223172,1279.54,2023-01-26,"I have a written confirmation from the merchant that 1,279.54 would be refunded but my account still shows the charge.",Refund Not Processed
TXN58545863,CUST232413,434.73,2023-01-26,There is an unrecognized charge of 434.73 on my account dated 2023-01-26. I did not approve this and want it disputed.,Unauthorized Transaction
TXN54124348,CUST787923,189.48,2023-01-26,My card was charged 189.48 three times for a single transaction. I need the extra charges refunded.,Duplicate Charge
TXN91995629,CUST903013,167.15,2023-01-26,The merchant charged my card 167.15 two times for one order. I have the receipt showing only one transaction.,Duplicate Charge
TXN16788521,CUST678805,16.06,2023-01-26,The product worth 16.06 stopped working within 2 days of purchase. The merchant denied my warranty claim.,Defective Product/Service
TXN36448791,CUST638169,159.63,2023-01-26,Someone used my card information to make a purchase of 159.63. I need this reversed and a new card issued immediately.,Unauthorized Transaction
TXN24206393,CUST134305,34.86,2023-01-26,The product costing 34.86 arrived with missing parts and the merchant wants me to pay extra for replacements.,Defective Product/Service
TXN54794858,CUST835911,17.75,2023-01-26,I purchased an item for 17.75 but received a counterfeit product. The merchant refuses to acknowledge the issue.,Defective Product/Service
TXN85645271,CUST107096,170.85,2023-01-26,I returned defective goods worth 170.85 and have the return tracking confirmation but no refund has been issued.,Refund Not Processed
TXN22862542,CUST912085,173.5,2023-01-27,I see a suspicious charge of 173.50 that I did not initiate. I was in a different city when this transaction occurred.,Unauthorized Transaction
TXN22631026,CUST694223,88.07,2023-01-27,I paid 88.07 for an order on 2023-01-27 but never received the product. The merchant is unresponsive to my emails.,Product/Service Not Received
TXN17962450,CUST221761,3708.19,2023-01-27,"I paid 3,708.19 for event tickets but the event was cancelled and no refund was issued by the organizer.",Product/Service Not Received
TXN11370078,CUST734534,33.23,2023-01-27,I received an alert about a 33.23 charge that I never made. I believe my card number was skimmed at a gas station.,Unauthorized Transaction
TXN69202385,CUST840058,16.03,2023-01-27,The merchant agreed to refund 16.03 over three weeks ago but I still have not received the money back.,Refund Not Processed
TXN16356704,CUST221035,392.9,2023-01-27,I paid 392.90 for event tickets but the event was cancelled and no refund was issued by the organizer.,Product/Service Not Received
TXN93010254,CUST528231,278.47,2023-01-27,A payment of 278.47 was processed on my account that I have no recollection of authorizing. Please block further transactions.,Unauthorized Transaction
TXN26394720,CUST159185,168.12,2023-01-27,There is a fraudulent transaction of 168.12 on my account. I did not make this purchase and my card was in my possession the entire time.,Unauthorized Transaction
TXN69648000,CUST587575,83.56,2023-01-27,I was billed 83.56 instead of the correct amount. The merchant added extra charges without my knowledge.,Wrong Amount
TXN97768277,CUST709805,30.76,2023-01-27,There is an unrecognized charge of 30.76 on my account dated 2023-01-27. I did not approve this and want it disputed.,Unauthorized Transaction
TXN31807779,CUST526170,188.21,2023-01-27,An unauthorized payment of 188.21 appeared on my statement. I have never visited this merchant or authorized any payment to them.,Unauthorized Transaction
TXN86961935,CUST917018,144.42,2023-01-27,A merchant processed my payment of 144.42 multiple times due to a system error. I need all duplicate charges reversed.,Duplicate Charge
TXN75939337,CUST288803,66.74,2023-01-28,I paid 66.74 for a product that arrived damaged and unusable. The merchant is not responding to my return request.,Defective Product/Service
TXN73107095,CUST262029,333.2,2023-01-28,I made a single purchase of 333.20 but was billed twice. The duplicate charge needs to be reversed immediately.,Duplicate Charge
TXN35829473,CUST378258,81.27,2023-01-28,The item I ordered for 81.27 was described as new but arrived clearly used and in poor condition.,Defective Product/Service
TXN48584041,CUST207573,139.11,2023-01-28,I paid 139.11 for event tickets but the event was cancelled and no refund was issued by the organizer.,Product/Service Not Received
TXN27466246,CUST920685,197.58,2023-01-28,I cancelled my subscription but was still charged 197.58 on 2023-01-28. I have the cancellation confirmation email.,Subscription Issue
TXN18110368,CUST326441,119.25,2023-01-28,I received two identical receipts and two charges of 119.25 for a single order I placed online.,Duplicate Charge
TXN95320770,CUST238739,3895.72,2023-01-28,"My bill was 3,895.72 but the merchant processed a higher amount. I have photographic evidence of the original bill.",Wrong Amount
TXN46758260,CUST464301,1883.99,2023-01-28,"I purchased an item for a specific price but was charged 1,883.99 which is higher than the listed price.",Wrong Amount
TXN51517465,CUST720148,48.93,2023-01-28,I see a suspicious charge of 48.93 that I did not initiate. I was in a different city when this transaction occurred.,Unauthorized Transaction
TXN79907790,CUST760021,320.3,2023-01-28,I returned defective goods worth 320.30 and have the return tracking confirmation but no refund has been issued.,Refund Not Processed
TXN78778363,CUST690996,12303.89,2023-01-28,"I received two identical receipts and two charges of 12,303.89 for a single order I placed online.",Duplicate Charge
TXN11121897,CUST705397,45.68,2023-01-28,I am being charged 45.68 monthly for a service I cancelled three months ago. Please stop these recurring payments.,Subscription Issue
TXN66079149,CUST320392,29.05,2023-01-28,I paid 29.05 for an online purchase but the package was never delivered. The tracking shows it was lost in transit.,Product/Service Not Received
TXN95186799,CUST288073,22.96,2023-01-28,There is an unrecognized charge of 22.96 on my account dated 2023-01-28. I did not approve this and want it disputed.,Unauthorized Transaction
TXN42456869,CUST332335,64.87,2023-01-29,My account was debited 64.87 for goods that were supposed to arrive two weeks ago. I still have not received anything.,Product/Service Not Received
TXN57036977,CUST900152,83.91,2023-01-29,The ATM ate my card and deducted 83.91 without dispensing any cash. I reported this to the bank branch immediately.,ATM Dispute
TXN87118114,CUST876646,415.17,2023-01-29,I was overcharged by the merchant. The correct amount should have been lower but 415.17 was taken from my account.,Wrong Amount
TXN99560316,CUST618119,13.4,2023-01-29,I am being charged 13.40 monthly for a service I cancelled three months ago. Please stop these recurring payments.,Subscription Issue
TXN38782865,CUST963874,26.37,2023-01-29,The merchant agreed to refund 26.37 over three weeks ago but I still have not received the money back.,Refund Not Processed
TXN65459928,CUST623557,12947.14,2023-01-29,"I see a suspicious charge of 12,947.14 that I did not initiate. I was in a different city when this transaction occurred.",Unauthorized Transaction
TXN75224158,CUST488984,185.61,2023-01-29,I did not authorize a charge of 185.61 on 2023-01-29. I have never used this merchant before and suspect my card was compromised.,Unauthorized Transaction
